ds_name,instances,metric,mean_per_round,rounds,std_per_round,values
HashTable(50|chaining|fnv1a),3000,comparisons,120974.4,5,442.49215,"[120829.0, 121227.0, 120632.0, 120566.0, 121618.0]"
HashTable(50|chaining|fnv1a),4000,comparisons,214867.4,5,479.96646,"[215564.0, 214265.0, 214972.0, 214914.0, 214622.0]"
HashTable(50|chaining|fnv1a),5000,comparisons,337243.8,5,615.59012,"[336704.0, 337220.0, 337892.0, 337834.0, 336569.0]"
HashTable(50|chaining|fnv1a),6000,comparisons,485817.4,5,1016.16893,"[486520.0, 484587.0, 485714.0, 487111.0, 485155.0]"
HashTable(50|chaining|fnv1a),7000,comparisons,661798.4,5,972.65348,"[660998.0, 661012.0, 662666.0, 663028.0, 661288.0]"
HashTable(50|chaining|fnv1a),8000,comparisons,862546.6,5,3331.50046,"[860482.0, 862473.0, 865379.0, 866191.0, 858208.0]"
HashTable(50|chaining|fnv1a),9000,comparisons,1091749.6,5,1968.63133,"[1088786.0, 1092402.0, 1090985.0, 1092588.0, 1093987.0]"
HashTable(50|chaining|fnv1a),10000,comparisons,1351105.0,5,3855.65598,"[1349681.0, 1346612.0, 1350080.0, 1352116.0, 1357036.0]"
HashTable(50|chaining|poly31),1000,comparisons,13154.2,5,100.26066,"[13260.0, 13212.0, 13154.0, 12994.0, 13151.0]"
HashTable(50|chaining|poly31),2000,comparisons,53343.4,5,226.72516,"[53401.0, 53371.0, 52997.0, 53628.0, 53320.0]"
HashTable(50|chaining|poly31),3000,comparisons,119843.4,5,525.33066,"[120457.0, 119327.0, 119374.0, 120322.0, 119737.0]"
HashTable(50|chaining|poly31),4000,comparisons,214413.4,5,621.17373,"[215001.0, 215117.0, 214263.0, 213721.0, 213965.0]"
HashTable(50|chaining|poly31),5000,comparisons,335402.2,5,1565.02738,"[336777.0, 336804.0, 334221.0, 333325.0, 335884.0]"
HashTable(50|chaining|poly31),6000,comparisons,481812.2,5,981.11656,"[481363.0, 483447.0, 481572.0, 481825.0, 480854.0]"
HashTable(50|chaining|poly31),7000,comparisons,655304.0,5,1912.68163,"[657387.0, 655071.0, 652228.0, 655801.0, 656033.0]"
HashTable(50|chaining|poly31),8000,comparisons,858073.6,5,1965.74446,"[856365.0, 855911.0, 859216.0, 858248.0, 860628.0]"
HashTable(50|chaining|poly31),9000,comparisons,1086366.4,5,1823.64917,"[1085890.0, 1086459.0, 1084355.0, 1089318.0, 1085810.0]"
HashTable(50|chaining|poly31),10000,comparisons,1342229.4,5,3342.1326,"[1342568.0, 1345089.0, 1338095.0, 1345768.0, 1339627.0]"
